asignatura|tema|año|convocatoria|ejercicio|tipo_ejercicio
química|equilibrio químico|2013|Septiembre|Opción A, Ejercicio 6|Uso de alfa - presiones parciales y Kc y Kp
química|formulación|2013|Septiembre|Opción B, Ejercicio 1|
química|átomo|2013|Septiembre|Opción B, Ejercicio 2|
química|termoquímica|2013|Septiembre|Opción B, Ejercicio 3|
química|reactividad orgánica|2013|Septiembre|Opción B, Ejercicio 4|
química|cantidad química|2013|Septiembre|Opción B, Ejercicio 5|
química|redox|2013|Septiembre|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + cálculo de magnitudes atómicas
química|formulación|2014|Junio|Opción A, Ejercicio 1|
química|átomo|2014|Junio|Opción A, Ejercicio 2|
química|equilibrio químico|2014|Junio|Opción A, Ejercicio 3|Principio de Le Chatelier con equilibrio heterogéneo
química|reactividad orgánica|2014|Junio|Opción A, Ejercicio 4|
química|termoquímica|2014|Junio|Opción A, Ejercicio 5|
química|ácido base|2014|Junio|Opción A, Ejercicio 6|Neutralización ácido-base + pH con exceso
química|formulación|2014|Junio|Opción B, Ejercicio 1|
química|cantidad química|2014|Junio|Opción B, Ejercicio 2|
química|enlace químico|2014|Junio|Opción B, Ejercicio 3|
química|ácido base|2014|Junio|Opción B, Ejercicio 4|Verdadero / Falso y cuestiones teóricas + Especies anfóteras
química|solubilidad|2014|Junio|Opción B, Ejercicio 5|Solubilidad → Ks
química|redox|2014|Junio|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + gases
química|formulación|2014|Reserva 1|Opción A, Ejercicio 1|
química|átomo|2014|Reserva 1|Opción A, Ejercicio 2|
química|equilibrio químico|2014|Reserva 1|Opción A, Ejercicio 3|Principio de Le Chatelier
química|reactividad orgánica|2014|Reserva 1|Opción A, Ejercicio 4|
química|ácido base|2014|Reserva 1|Opción A, Ejercicio 5|Equilibrio ácido/base débil (Ka, Kb) + Gramos de soluto
química|cantidad química|2014|Reserva 1|Opción A, Ejercicio 6|
química|formulación|2014|Reserva 1|Opción B, Ejercicio 1|
química|cantidad química|2014|Reserva 1|Opción B, Ejercicio 2|
química|redox|2014|Reserva 1|Opción B, Ejercicio 3|Espontaneidad de reacciones redox (¿se forma H₂?)
química|ácido base|2014|Reserva 1|Opción B, Ejercicio 4|Disoluciones amortiguadoras (tampón)
química|termoquímica|2014|Reserva 1|Opción B, Ejercicio 5|
química|equilibrio químico|2014|Reserva 1|Opción B, Ejercicio 6|Cálculo de Kp y presiones parciales
química|formulación|2014|Reserva 2|Opción A, Ejercicio 1|
química|enlace químico|2014|Reserva 2|Opción A, Ejercicio 2|
química|solubilidad|2014|Reserva 2|Opción A, Ejercicio 3|Ks → solubilidad; Cuestión teórica; Influencia del pH
química|termoquímica|2014|Reserva 2|Opción A, Ejercicio 4|
química|redox|2014|Reserva 2|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría (gases)
química|ácido base|2014|Reserva 2|Opción A, Ejercicio 6|Equilibrio ácido débil (Ka, α, pH)
química|formulación|2014|Reserva 2|Opción B, Ejercicio 1|
química|cantidad química|2014|Reserva 2|Opción B, Ejercicio 2|
química|átomo|2014|Reserva 2|Opción B, Ejercicio 3|
química|ácido base|2014|Reserva 2|Opción B, Ejercicio 4|Cálculo de pH de ácido/base fuerte + cuestiones teóricas
química|equilibrio químico|2014|Reserva 2|Opción B, Ejercicio 5|Equilibrio Químico - solución negativa
química|termoquímica|2014|Reserva 2|Opción B, Ejercicio 6|
química|formulación|2014|Reserva 3|Opción A, Ejercicio 1|
química|enlace químico|2014|Reserva 3|Opción A, Ejercicio 2|
química|redox|2014|Reserva 3|Opción A, Ejercicio 3|Espontaneidad de reacciones redox (cálculo de fem)
química|ácido base|2014|Reserva 3|Opción A, Ejercicio 4|Pares conjugados y teoría Brönsted-Lowry + Kb base conjugada
química|cantidad química|2014|Reserva 3|Opción A, Ejercicio 5|
química|equilibrio químico|2014|Reserva 3|Opción A, Ejercicio 6|Equilibrio heterogéneo - cálculo de presiones parciales y Kp
química|formulación|2014|Reserva 3|Opción B, Ejercicio 1|
química|átomo|2014|Reserva 3|Opción B, Ejercicio 2|
química|termoquímica|2014|Reserva 3|Opción B, Ejercicio 3|
química|reactividad orgánica|2014|Reserva 3|Opción B, Ejercicio 4|
química|cantidad química|2014|Reserva 3|Opción B, Ejercicio 5|
química|redox|2014|Reserva 3|Opción B, Ejercicio 6|Electrolisis (ley de Faraday)
química|formulación|2014|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2014|Reserva 4|Opción A, Ejercicio 2|
química|redox|2014|Reserva 4|Opción A, Ejercicio 3|Pilas galvánicas: espontaneidad + cálculo de fem
química|reactividad orgánica|2014|Reserva 4|Opción A, Ejercicio 4|
química|termoquímica|2014|Reserva 4|Opción A, Ejercicio 5|
química|solubilidad|2014|Reserva 4|Opción A, Ejercicio 6|Solubilidad → Ks; Influencia del pH (precipitación por pH)
química|formulación|2014|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2014|Reserva 4|Opción B, Ejercicio 2|
química|enlace químico|2014|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2014|Reserva 4|Opción B, Ejercicio 4|Verdadero / Falso y cuestiones teóricas
química|cantidad química|2014|Reserva 4|Opción B, Ejercicio 5|
química|redox|2014|Reserva 4|Opción B, Ejercicio 6|Ajuste ión-electrón (medio básico) + estequiometría
química|formulación|2014|Septiembre|Opción A, Ejercicio 1|
química|átomo|2014|Septiembre|Opción A, Ejercicio 2|
química|solubilidad|2014|Septiembre|Opción A, Ejercicio 3|Cuestión teórica / V o F; Ks → solubilidad; Efecto ion común teórico
química|cantidad química|2014|Septiembre|Opción A, Ejercicio 4|
química|redox|2014|Septiembre|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría (pureza)
química|termoquímica|2014|Septiembre|Opción A, Ejercicio 6|
química|formulación|2014|Septiembre|Opción B, Ejercicio 1|
química|enlace químico|2014|Septiembre|Opción B, Ejercicio 2|
química|cinética|2014|Septiembre|Opción B, Ejercicio 3|Ecuación de velocidad - verdadero o falso y unidades
química|reactividad orgánica|2014|Septiembre|Opción B, Ejercicio 4|
química|ácido base|2014|Septiembre|Opción B, Ejercicio 5|Equilibrio ácido débil (Ka, α, pH) + Kb base conjugada
química|equilibrio químico|2014|Septiembre|Opción B, Ejercicio 6|Equilibrio heterogéneo - Kc y Kp y cantidad de sólido
química|formulación|2015|Junio|Opción A, Ejercicio 1|
química|enlace químico|2015|Junio|Opción A, Ejercicio 2|
química|solubilidad|2015|Junio|Opción A, Ejercicio 3|Expresión de Ks en función de s
química|cinética|2015|Junio|Opción A, Ejercicio 4|Catalizador - verdadero o falso
química|redox|2015|Junio|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría
química|ácido base|2015|Junio|Opción A, Ejercicio 6|Equilibrio base débil (Kb, α) + pH base fuerte divalente
química|formulación|2015|Junio|Opción B, Ejercicio 1|
química|cantidad química|2015|Junio|Opción B, Ejercicio 2|
química|átomo|2015|Junio|Opción B, Ejercicio 3|
química|ácido base|2015|Junio|Opción B, Ejercicio 4|Hidrólisis de sales (estimación cualitativa de pH)
química|equilibrio químico|2015|Junio|Opción B, Ejercicio 5|Equilibrio heterogéneo - Kc y cantidad de sólido
química|termoquímica|2015|Junio|Opción B, Ejercicio 6|
química|formulación|2015|Reserva 1|Opción A, Ejercicio 1|
química|enlace químico|2015|Reserva 1|Opción A, Ejercicio 2|
química|redox|2015|Reserva 1|Opción A, Ejercicio 3|Pilas galvánicas: espontaneidad + cálculo de fem
química|ácido base|2015|Reserva 1|Opción A, Ejercicio 4|Neutralización ácido-base + descripción procedimiento experimental
química|cantidad química|2015|Reserva 1|Opción A, Ejercicio 5|
química|equilibrio químico|2015|Reserva 1|Opción A, Ejercicio 6|Cálculo de Kc y Kp a partir de presiones parciales
química|formulación|2015|Reserva 1|Opción B, Ejercicio 1|
química|átomo|2015|Reserva 1|Opción B, Ejercicio 2|
química|termoquímica|2015|Reserva 1|Opción B, Ejercicio 3|
química|reactividad orgánica|2015|Reserva 1|Opción B, Ejercicio 4|
química|cantidad química|2015|Reserva 1|Opción B, Ejercicio 5|
química|redox|2015|Reserva 1|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + gases
química|formulación|2015|Reserva 2|Opción A, Ejercicio 1|
química|átomo|2015|Reserva 2|Opción A, Ejercicio 2|
química|solubilidad|2015|Reserva 2|Opción A, Ejercicio 3|Cuestión teórica
química|cantidad química|2015|Reserva 2|Opción A, Ejercicio 4|
química|redox|2015|Reserva 2|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría
química|termoquímica|2015|Reserva 2|Opción A, Ejercicio 6|
química|formulación|2015|Reserva 2|Opción B, Ejercicio 1|
química|enlace químico|2015|Reserva 2|Opción B, Ejercicio 2|
química|cinética|2015|Reserva 2|Opción B, Ejercicio 3|Ecuación de velocidad y factores que afectan la velocidad
química|reactividad orgánica|2015|Reserva 2|Opción B, Ejercicio 4|
química|ácido base|2015|Reserva 2|Opción B, Ejercicio 5|Cálculo de pH de base fuerte (molaridad) + Neutralización
química|equilibrio químico|2015|Reserva 2|Opción B, Ejercicio 6|Cálculo de Kc y Kp a partir de datos de masa
química|formulación|2015|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2015|Reserva 3|Opción A, Ejercicio 2|
química|equilibrio químico|2015|Reserva 3|Opción A, Ejercicio 3|Equilibrio heterogéneo - verdadero o falso con Le Chatelier
química|reactividad orgánica|2015|Reserva 3|Opción A, Ejercicio 4|
química|ácido base|2015|Reserva 3|Opción A, Ejercicio 5|Equilibrio ácido débil (Ka, α, pH) + base conjugada
química|cantidad química|2015|Reserva 3|Opción A, Ejercicio 6|
química|formulación|2015|Reserva 3|Opción B, Ejercicio 1|
química|cantidad química|2015|Reserva 3|Opción B, Ejercicio 2|
química|redox|2015|Reserva 3|Opción B, Ejercicio 3|Ajuste ión-electrón (medio ácido) + espontaneidad
química|ácido base|2015|Reserva 3|Opción B, Ejercicio 4|Verdadero / Falso y cuestiones teóricas
química|termoquímica|2015|Reserva 3|Opción B, Ejercicio 5|
química|equilibrio químico|2015|Reserva 3|Opción B, Ejercicio 6|Cálculo de presiones parciales y Kp y Kc
química|formulación|2015|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2015|Reserva 4|Opción A, Ejercicio 2|
química|equilibrio químico|2015|Reserva 4|Opción A, Ejercicio 3|Principio de Le Chatelier
química|reactividad orgánica|2015|Reserva 4|Opción A, Ejercicio 4|
química|termoquímica|2015|Reserva 4|Opción A, Ejercicio 5|
química|ácido base|2015|Reserva 4|Opción A, Ejercicio 6|Molaridad a partir de densidad/riqueza + Neutralización
química|formulación|2015|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2015|Reserva 4|Opción B, Ejercicio 2|
química|enlace químico|2015|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2015|Reserva 4|Opción B, Ejercicio 4|Verdadero / Falso y cuestiones teóricas
química|solubilidad|2015|Reserva 4|Opción B, Ejercicio 5|Cálculo de solubilidad
química|redox|2015|Reserva 4|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + gases
química|formulación|2015|Septiembre|Opción A, Ejercicio 1|
química|átomo|2015|Septiembre|Opción A, Ejercicio 2|
química|redox|2015|Septiembre|Opción A, Ejercicio 3|Espontaneidad de reacciones redox (cálculo de fem)
química|reactividad orgánica|2015|Septiembre|Opción A, Ejercicio 4|
química|termoquímica|2015|Septiembre|Opción A, Ejercicio 5|
química|solubilidad|2015|Septiembre|Opción A, Ejercicio 6|Cálculo de solubilidad
química|formulación|2015|Septiembre|Opción B, Ejercicio 1|
química|cantidad química|2015|Septiembre|Opción B, Ejercicio 2|
química|enlace químico|2015|Septiembre|Opción B, Ejercicio 3|
química|ácido base|2015|Septiembre|Opción B, Ejercicio 4|Hidrólisis de sales + Especies anfóteras
química|redox|2015|Septiembre|Opción B, Ejercicio 5|Ajuste ión-electrón (medio básico) + estequiometría
química|formulación|2016|Junio|Opción A, Ejercicio 1|
química|enlace químico|2016|Junio|Opción A, Ejercicio 2|
química|redox|2016|Junio|Opción A, Ejercicio 3|Pilas galvánicas: espontaneidad + cálculo de fem
química|ácido base|2016|Junio|Opción A, Ejercicio 4|Pares conjugados y teoría Brönsted-Lowry
química|equilibrio químico|2016|Junio|Opción A, Ejercicio 6|Cálculo de Kc y Kp y presión total
química|formulación|2016|Junio|Opción B, Ejercicio 1|
química|átomo|2016|Junio|Opción B, Ejercicio 2|
química|termoquímica|2016|Junio|Opción B, Ejercicio 3|
química|reactividad orgánica|2016|Junio|Opción B, Ejercicio 4|
química|redox|2016|Junio|Opción B, Ejercicio 6|Electrolisis (ley de Faraday)
química|formulación|2016|Reserva 1|Opción A, Ejercicio 1|
química|átomo|2016|Reserva 1|Opción A, Ejercicio 2|
química|redox|2016|Reserva 1|Opción A, Ejercicio 3|Verdadero / Falso (pilas galvánicas)
química|reactividad orgánica|2016|Reserva 1|Opción A, Ejercicio 4|
química|termoquímica|2016|Reserva 1|Opción A, Ejercicio 5|
química|solubilidad|2016|Reserva 1|Opción A, Ejercicio 6|Cálculo de Ks
química|formulación|2016|Reserva 1|Opción B, Ejercicio 1|
química|enlace químico|2016|Reserva 1|Opción B, Ejercicio 3|
química|ácido base|2016|Reserva 1|Opción B, Ejercicio 4|Cálculo de pH de ácido/base fuerte (molaridad)
química|redox|2016|Reserva 1|Opción B, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría
química|formulación|2016|Reserva 2|Opción A, Ejercicio 1|
química|enlace químico|2016|Reserva 2|Opción A, Ejercicio 2|
química|solubilidad|2016|Reserva 2|Opción A, Ejercicio 3|Expresión de Ks en función de s
química|termoquímica|2016|Reserva 2|Opción A, Ejercicio 4|
química|redox|2016|Reserva 2|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría
química|ácido base|2016|Reserva 2|Opción A, Ejercicio 6|Equilibrio ácido débil (Ka, α, pH) + Kb base conjugada
química|formulación|2016|Reserva 2|Opción B, Ejercicio 1|
química|átomo|2016|Reserva 2|Opción B, Ejercicio 3|
química|ácido base|2016|Reserva 2|Opción B, Ejercicio 4|Cuestiones teóricas sobre ácidos débiles
química|equilibrio químico|2016|Reserva 2|Opción B, Ejercicio 5|Cálculo de presiones parciales y Kc y Kp
química|termoquímica|2016|Reserva 2|Opción B, Ejercicio 6|
química|formulación|2016|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2016|Reserva 3|Opción A, Ejercicio 2|
química|equilibrio químico|2016|Reserva 3|Opción A, Ejercicio 3|Principio de Le Chatelier y Kp en equilibrio heterogéneo
química|reactividad orgánica|2016|Reserva 3|Opción A, Ejercicio 4|
química|ácido base|2016|Reserva 3|Opción A, Ejercicio 5|Cálculo de pH de base fuerte + Neutralización ácido-base
química|formulación|2016|Reserva 3|Opción B, Ejercicio 1|
química|redox|2016|Reserva 3|Opción B, Ejercicio 3|Pilas galvánicas: notación de pila + cálculo de fem
química|ácido base|2016|Reserva 3|Opción B, Ejercicio 4|Hidrólisis de sales (estimación cualitativa de pH)
química|termoquímica|2016|Reserva 3|Opción B, Ejercicio 5|
química|equilibrio químico|2016|Reserva 3|Opción B, Ejercicio 6|Cálculo de Kp y moles a partir de presiones parciales
química|formulación|2016|Septiembre|Opción A, Ejercicio 1|
química|átomo|2016|Septiembre|Opción A, Ejercicio 2|
química|equilibrio químico|2016|Septiembre|Opción A, Ejercicio 3|Kc y Kp - verdadero o falso con Le Chatelier
química|reactividad orgánica|2016|Septiembre|Opción A, Ejercicio 4|
química|termoquímica|2016|Septiembre|Opción A, Ejercicio 5|
química|ácido base|2016|Septiembre|Opción A, Ejercicio 6|Equilibrio ácido débil (Ka, α, pH) + Gramos de soluto
química|formulación|2016|Septiembre|Opción B, Ejercicio 1|
química|enlace químico|2016|Septiembre|Opción B, Ejercicio 3|
química|ácido base|2016|Septiembre|Opción B, Ejercicio 4|Pares conjugados + Kb base conjugada
química|solubilidad|2016|Septiembre|Opción B, Ejercicio 5|Cálculo de solubilidad
química|redox|2016|Septiembre|Opción B, Ejercicio 6|Espontaneidad de reacciones redox (¿se forma H₂?) + electrolisis (ley de Faraday)
química|formulación|2017|Junio|Opción A, Ejercicio 1|
química|átomo|2017|Junio|Opción A, Ejercicio 2|
química|redox|2017|Junio|Opción A, Ejercicio 3|Espontaneidad de reacciones redox (cálculo de fem)
química|reactividad orgánica|2017|Junio|Opción A, Ejercicio 4|
química|equilibrio químico|2017|Junio|Opción A, Ejercicio 5|Cálculo de Kc y Kp - ecuación de 2º grado
química|ácido base|2017|Junio|Opción A, Ejercicio 6|Equilibrio base débil (Kb, α, pH) + Volumen agua a añadir
química|formulación|2017|Junio|Opción B, Ejercicio 1|
química|átomo|2017|Junio|Opción B, Ejercicio 2|
química|enlace químico|2017|Junio|Opción B, Ejercicio 3|
química|ácido base|2017|Junio|Opción B, Ejercicio 4|Pares conjugados y teoría Brönsted-Lowry
química|solubilidad|2017|Junio|Opción B, Ejercicio 5|Cálculo de solubilidad
química|redox|2017|Junio|Opción B, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría
química|formulación|2017|Reserva 1|Opción A, Ejercicio 1|
química|átomo|2017|Reserva 1|Opción A, Ejercicio 2|
química|equilibrio químico|2017|Reserva 1|Opción A, Ejercicio 3|Equilibrio heterogéneo - Kc y Kp y efecto del volumen
química|reactividad orgánica|2017|Reserva 1|Opción A, Ejercicio 4|
química|ácido base|2017|Reserva 1|Opción A, Ejercicio 5|Equilibrio ácido débil (Ka, α, pH) + Gramos de soluto
química|redox|2017|Reserva 1|Opción A, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría (gases)
química|formulación|2017|Reserva 1|Opción B, Ejercicio 1|
química|enlace químico|2017|Reserva 1|Opción B, Ejercicio 2|
química|ácido base|2017|Reserva 1|Opción B, Ejercicio 3|Verdadero / Falso y cuestiones teóricas
química|reactividad orgánica|2017|Reserva 1|Opción B, Ejercicio 4|
química|equilibrio químico|2017|Reserva 1|Opción B, Ejercicio 5|Cálculo de moles en equilibrio y Kc
química|redox|2017|Reserva 1|Opción B, Ejercicio 6|Electrolisis (ley de Faraday)
química|formulación|2017|Reserva 2|Opción A, Ejercicio 1|
química|átomo|2017|Reserva 2|Opción A, Ejercicio 2|
química|equilibrio químico|2017|Reserva 2|Opción A, Ejercicio 3|Equilibrio heterogéneo - verdadero o falso
química|reactividad orgánica|2017|Reserva 2|Opción A, Ejercicio 4|
química|ácido base|2017|Reserva 2|Opción A, Ejercicio 5|Molaridad a partir de densidad/riqueza + Equilibrio base débil + Volumen agua a añadir
química|solubilidad|2017|Reserva 2|Opción A, Ejercicio 6|Cálculo de Ks
química|formulación|2017|Reserva 2|Opción B, Ejercicio 1|
química|enlace químico|2017|Reserva 2|Opción B, Ejercicio 2|
química|ácido base|2017|Reserva 2|Opción B, Ejercicio 3|Hidrólisis de sales (estimación cualitativa de pH)
química|reactividad orgánica|2017|Reserva 2|Opción B, Ejercicio 4|
química|equilibrio químico|2017|Reserva 2|Opción B, Ejercicio 5|Uso de alfa - cálculo de presión parcial y Kc
química|redox|2017|Reserva 2|Opción B, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría (gases)
química|formulación|2017|Reserva 3|Opción A, Ejercicio 1|
química|enlace químico|2017|Reserva 3|Opción A, Ejercicio 2|
química|cinética|2017|Reserva 3|Opción A, Ejercicio 3|Ecuación de velocidad - verdadero o falso
química|redox|2017|Reserva 3|Opción A, Ejercicio 4|Pilas galvánicas: espontaneidad + cálculo de fem + notación de pila
química|ácido base|2017|Reserva 3|Opción A, Ejercicio 5|Equilibrio ácido débil (Ka, α, pH) + Gramos de soluto
química|solubilidad|2017|Reserva 3|Opción A, Ejercicio 6|Cálculo de solubilidad
química|formulación|2017|Reserva 3|Opción B, Ejercicio 1|
química|átomo|2017|Reserva 3|Opción B, Ejercicio 2|
química|ácido base|2017|Reserva 3|Opción B, Ejercicio 3|Verdadero / Falso y cuestiones teóricas
química|reactividad orgánica|2017|Reserva 3|Opción B, Ejercicio 4|
química|equilibrio químico|2017|Reserva 3|Opción B, Ejercicio 5|Uso de alfa - fracciones molares y Kc y Kp
química|redox|2017|Reserva 3|Opción B, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría
química|formulación|2017|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2017|Reserva 4|Opción A, Ejercicio 2|
química|enlace químico|2017|Reserva 4|Opción A, Ejercicio 3|
química|reactividad orgánica|2017|Reserva 4|Opción A, Ejercicio 4|
química|equilibrio químico|2017|Reserva 4|Opción A, Ejercicio 5|Equilibrio Químico - solución negativa
química|redox|2017|Reserva 4|Opción A, Ejercicio 6|Electrolisis (ley de Faraday) + gases
química|formulación|2017|Reserva 4|Opción B, Ejercicio 1|
química|átomo|2017|Reserva 4|Opción B, Ejercicio 2|
química|solubilidad|2017|Reserva 4|Opción B, Ejercicio 3|Expresión de Ks en función de s
química|reactividad orgánica|2017|Reserva 4|Opción B, Ejercicio 4|
química|ácido base|2017|Reserva 4|Opción B, Ejercicio 5|Equilibrio ácido débil (Ka, α, pH) + efecto dilución
química|redox|2017|Reserva 4|Opción B, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría (pureza)
química|formulación|2017|Septiembre|Opción A, Ejercicio 1|
química|átomo|2017|Septiembre|Opción A, Ejercicio 2|
química|solubilidad|2017|Septiembre|Opción A, Ejercicio 3|Cuestión teórica
química|reactividad orgánica|2017|Septiembre|Opción A, Ejercicio 4|
química|ácido base|2017|Septiembre|Opción A, Ejercicio 5|Molaridad a partir de densidad/riqueza + pH ácido fuerte + Neutralización
química|redox|2017|Septiembre|Opción A, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría (gases)
química|formulación|2017|Septiembre|Opción B, Ejercicio 1|
química|átomo|2017|Septiembre|Opción B, Ejercicio 2|
química|enlace químico|2017|Septiembre|Opción B, Ejercicio 3|
química|cinética|2017|Septiembre|Opción B, Ejercicio 4|Órdenes de reacción y unidades de la constante cinética
química|equilibrio químico|2017|Septiembre|Opción B, Ejercicio 5|Equilibrio heterogéneo - Kc y Kp y cantidad de sólido
química|redox|2017|Septiembre|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + gases
química|redox|2018|Junio|Ejercicio 3 Opción A|Pilas galvánicas: cálculo del potencial de la pila / ¿Se formará hidrógeno gaseoso?
química|redox|2018|Junio|Ejercicio 6 Opción B|Ajuste reacciones redox medio ácido
química|formulación|2018|Junio|Opción A, Ejercicio 1|
química|átomo|2018|Junio|Opción A, Ejercicio 2|
química|redox|2018|Junio|Opción A, Ejercicio 3|
química|reactividad orgánica|2018|Junio|Opción A, Ejercicio 4|
química|equilibrio químico|2018|Junio|Opción A, Ejercicio 5|Cálculo de Kc y Kp
química|ácido base|2018|Junio|Opción A, Ejercicio 6|"Disoluciones comerciales | pH ácido fuerte | Neutralización"
química|formulación|2018|Junio|Opción B, Ejercicio 1|
química|átomo|2018|Junio|Opción B, Ejercicio 2|
química|enlace químico|2018|Junio|Opción B, Ejercicio 3|
química|ácido base|2018|Junio|Opción B, Ejercicio 4|"Teoría Brønsted-Lowry | Hidrólisis de sales | pH de mezclas"
química|solubilidad|2018|Junio|Opción B, Ejercicio 5|Cálculo de solubilidad
química|redox|2018|Junio|Opción B, Ejercicio 6|
química|redox|2018|Reserva 1|Ejercicio 6 Opción B|Ajuste reacciones redox medio ácido
química|formulación|2018|Reserva 1|Opción A, Ejercicio 1|
química|átomo|2018|Reserva 1|Opción A, Ejercicio 2|
química|equilibrio químico|2018|Reserva 1|Opción A, Ejercicio 3|Equilibrio heterogéneo - verdadero o falso
química|reactividad orgánica|2018|Reserva 1|Opción A, Ejercicio 4|
química|ácido base|2018|Reserva 1|Opción A, Ejercicio 5|"Disoluciones comerciales | pH base fuerte | Neutralización"
química|solubilidad|2018|Reserva 1|Opción A, Ejercicio 6|Cálculo de solubilidad
química|formulación|2018|Reserva 1|Opción B, Ejercicio 1|
química|enlace químico|2018|Reserva 1|Opción B, Ejercicio 2|
química|ácido base|2018|Reserva 1|Opción B, Ejercicio 3|"Verdadero / Falso conceptual | Comparación de ácidos débiles"
química|reactividad orgánica|2018|Reserva 1|Opción B, Ejercicio 4|
química|equilibrio químico|2018|Reserva 1|Opción B, Ejercicio 5|Cociente de reacción y cálculo de concentraciones en el equilibrio
química|redox|2018|Reserva 1|Opción B, Ejercicio 6|
química|redox|2018|Reserva 2|Ejercicio 6 Opción A|Ajuste reacciones redox medio básico
química|redox|2018|Reserva 2|Ejercicio 6 Opción B|Electrolisis (constante de Faraday)
química|formulación|2018|Reserva 2|Opción A, Ejercicio 1|
química|átomo|2018|Reserva 2|Opción A, Ejercicio 2|
química|solubilidad|2018|Reserva 2|Opción A, Ejercicio 3|Cuestión teórica
química|reactividad orgánica|2018|Reserva 2|Opción A, Ejercicio 4|
química|ácido base|2018|Reserva 2|Opción A, Ejercicio 5|"pH ácido débil | Grado de disociación | Ka"
química|redox|2018|Reserva 2|Opción A, Ejercicio 6|
química|formulación|2018|Reserva 2|Opción B, Ejercicio 1|
química|átomo|2018|Reserva 2|Opción B, Ejercicio 2|
química|enlace químico|2018|Reserva 2|Opción B, Ejercicio 3|
química|cinética|2018|Reserva 2|Opción B, Ejercicio 4|Ecuación de velocidad - verdadero o falso
química|equilibrio químico|2018|Reserva 2|Opción B, Ejercicio 5|Equilibrio heterogéneo con cálculo de cantidad de sólido
química|redox|2018|Reserva 2|Opción B, Ejercicio 6|
química|redox|2018|Reserva 3|Ejercicio 6 Opción A|Ajuste reacciones redox medio ácido
química|redox|2018|Reserva 3|Ejercicio 6 Opción B|Electrolisis (constante de Faraday)
química|formulación|2018|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2018|Reserva 3|Opción A, Ejercicio 2|
química|equilibrio químico|2018|Reserva 3|Opción A, Ejercicio 3|Principio de Le Chatelier
química|reactividad orgánica|2018|Reserva 3|Opción A, Ejercicio 4|
química|ácido base|2018|Reserva 3|Opción A, Ejercicio 5|"pH ácido débil | Grado de disociación | Ka | Kb base conjugada"
química|redox|2018|Reserva 3|Opción A, Ejercicio 6|
química|formulación|2018|Reserva 3|Opción B, Ejercicio 1|
química|enlace químico|2018|Reserva 3|Opción B, Ejercicio 2|
química|ácido base|2018|Reserva 3|Opción B, Ejercicio 3|"Teoría Brønsted-Lowry | Ka y Kb par conjugado"
química|reactividad orgánica|2018|Reserva 3|Opción B, Ejercicio 4|
química|equilibrio químico|2018|Reserva 3|Opción B, Ejercicio 5|Cálculo de Kc y Kp a partir de presión total
química|redox|2018|Reserva 3|Opción B, Ejercicio 6|
química|redox|2018|Reserva 4|Ejercicio 4 Opción A|Pilas galvánicas: cálculo del potencial de la pila
química|redox|2018|Reserva 4|Ejercicio 6 Opción B|Ajuste reacciones redox medio ácido
química|formulación|2018|Reserva 4|Opción A, Ejercicio 1|
química|cinética|2018|Reserva 4|Opción A, Ejercicio 3|Ecuación de velocidad y cálculo numérico de velocidad
química|redox|2018|Reserva 4|Opción A, Ejercicio 4|
química|ácido base|2018|Reserva 4|Opción A, Ejercicio 5|"pH base fuerte | Mezcla de bases fuertes | Neutralización"
química|solubilidad|2018|Reserva 4|Opción A, Ejercicio 6|Cálculo de solubilidad
química|formulación|2018|Reserva 4|Opción B, Ejercicio 1|
química|enlace químico|2018|Reserva 4|Opción B, Ejercicio 2|
química|ácido base|2018|Reserva 4|Opción B, Ejercicio 3|"Verdadero / Falso conceptual | Ka y Kb | pH ácido débil"
química|reactividad orgánica|2018|Reserva 4|Opción B, Ejercicio 4|
